-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	-0.007	
-0.061	-0.061	-0.060	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.060	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.059	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.060	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	
-0.255	-0.255	-0.254	-0.255	-0.254	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.254	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.256	-0.255	-0.255	-0.248	-0.248	-0.248	-0.249	-0.248	-0.248	-0.249	-0.249	-0.249	-0.248	-0.255	-0.255	-0.255	-0.255	-0.255	-0.256	-0.255	-0.255	-0.256	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.256	-0.255	-0.255	-0.255	-0.256	-0.255	-0.255	-0.255	-0.255	-0.256	-0.256	-0.255	-0.255	-0.255	-0.256	-0.255	-0.255	-0.256	-0.255	-0.255	-0.256	-0.255	-0.255	-0.255	-0.256	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.256	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.254	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.256	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	-0.255	
-0.731	-0.730	-0.728	-0.730	-0.730	-0.730	-0.731	-0.730	-0.731	-0.731	-0.730	-0.731	-0.731	-0.731	-0.731	-0.731	-0.731	-0.731	-0.731	-0.731	-0.730	-0.731	-0.729	-0.731	-0.730	-0.731	-0.731	-0.732	-0.731	-0.731	-0.732	-0.731	-0.731	-0.731	-0.731	-0.732	-0.734	-0.731	-0.731	-0.713	-0.710	-0.710	-0.713	-0.713	-0.713	-0.713	-0.713	-0.713	-0.713	-0.733	-0.732	-0.732	-0.732	-0.733	-0.733	-0.733	-0.732	-0.733	-0.733	-0.732	-0.732	-0.732	-0.732	-0.732	-0.733	-0.733	-0.732	-0.732	-0.733	-0.733	-0.732	-0.732	-0.733	-0.733	-0.732	-0.733	-0.732	-0.733	-0.733	-0.733	-0.732	-0.732	-0.733	-0.732	-0.733	-0.733	-0.732	-0.733	-0.733	-0.733	-0.732	-0.732	-0.733	-0.731	-0.733	-0.733	-0.733	-0.733	-0.732	-0.731	-0.732	-0.733	-0.732	-0.732	-0.732	-0.732	-0.733	-0.732	-0.732	-0.733	-0.732	-0.733	-0.733	-0.732	-0.732	-0.733	-0.732	-0.732	-0.732	-0.733	-0.732	-0.733	-0.732	-0.733	-0.732	-0.732	-0.732	-0.731	-0.729	-0.732	-0.731	-0.732	-0.732	-0.733	-0.732	-0.731	-0.731	-0.733	-0.732	-0.732	-0.732	-0.731	-0.732	-0.731	-0.732	-0.731	-0.732	-0.732	-0.732	-0.732	
-1.643	-1.641	-1.637	-1.641	-1.641	-1.641	-1.643	-1.641	-1.642	-1.643	-1.641	-1.642	-1.642	-1.643	-1.642	-1.642	-1.642	-1.642	-1.642	-1.642	-1.641	-1.644	-1.640	-1.642	-1.641	-1.643	-1.644	-1.645	-1.642	-1.642	-1.644	-1.642	-1.643	-1.642	-1.643	-1.644	-1.648	-1.643	-1.643	-1.602	-1.596	-1.596	-1.603	-1.602	-1.602	-1.603	-1.602	-1.602	-1.602	-1.647	-1.645	-1.645	-1.646	-1.647	-1.648	-1.646	-1.646	-1.647	-1.646	-1.646	-1.645	-1.645	-1.646	-1.646	-1.646	-1.647	-1.646	-1.645	-1.647	-1.646	-1.644	-1.646	-1.647	-1.646	-1.644	-1.646	-1.645	-1.647	-1.647	-1.647	-1.646	-1.646	-1.648	-1.646	-1.647	-1.648	-1.644	-1.647	-1.647	-1.647	-1.645	-1.645	-1.647	-1.643	-1.647	-1.647	-1.646	-1.646	-1.644	-1.644	-1.645	-1.646	-1.645	-1.645	-1.646	-1.645	-1.646	-1.645	-1.644	-1.647	-1.645	-1.647	-1.646	-1.645	-1.645	-1.646	-1.645	-1.644	-1.644	-1.646	-1.644	-1.646	-1.645	-1.646	-1.644	-1.645	-1.645	-1.643	-1.638	-1.644	-1.643	-1.644	-1.646	-1.646	-1.646	-1.643	-1.642	-1.647	-1.644	-1.644	-1.644	-1.643	-1.644	-1.643	-1.644	-1.644	-1.645	-1.646	-1.644	-1.645	
-3.125	-3.122	-3.114	-3.122	-3.122	-3.122	-3.126	-3.122	-3.124	-3.126	-3.123	-3.125	-3.125	-3.126	-3.124	-3.124	-3.125	-3.124	-3.124	-3.125	-3.123	-3.127	-3.120	-3.125	-3.123	-3.126	-3.127	-3.129	-3.124	-3.125	-3.128	-3.125	-3.126	-3.125	-3.126	-3.129	-3.136	-3.127	-3.126	-3.048	-3.037	-3.037	-3.049	-3.047	-3.047	-3.049	-3.049	-3.048	-3.048	-3.133	-3.129	-3.130	-3.131	-3.133	-3.135	-3.133	-3.131	-3.134	-3.132	-3.131	-3.131	-3.130	-3.131	-3.131	-3.132	-3.134	-3.132	-3.130	-3.134	-3.132	-3.128	-3.131	-3.133	-3.132	-3.129	-3.133	-3.130	-3.134	-3.134	-3.134	-3.131	-3.132	-3.136	-3.132	-3.133	-3.135	-3.128	-3.133	-3.134	-3.133	-3.130	-3.130	-3.134	-3.127	-3.133	-3.133	-3.132	-3.132	-3.128	-3.128	-3.129	-3.133	-3.129	-3.129	-3.131	-3.131	-3.132	-3.129	-3.129	-3.133	-3.130	-3.134	-3.132	-3.130	-3.129	-3.132	-3.130	-3.129	-3.129	-3.132	-3.128	-3.132	-3.129	-3.132	-3.128	-3.129	-3.131	-3.127	-3.116	-3.128	-3.127	-3.129	-3.131	-3.132	-3.131	-3.126	-3.125	-3.132	-3.128	-3.128	-3.129	-3.126	-3.129	-3.127	-3.129	-3.128	-3.130	-3.131	-3.128	-3.130	
-5.278	-5.275	-5.261	-5.274	-5.273	-5.273	-5.279	-5.274	-5.278	-5.280	-5.275	-5.278	-5.278	-5.281	-5.276	-5.278	-5.279	-5.277	-5.277	-5.278	-5.275	-5.283	-5.271	-5.279	-5.276	-5.280	-5.282	-5.286	-5.277	-5.279	-5.284	-5.279	-5.280	-5.279	-5.281	-5.286	-5.297	-5.282	-5.282	-5.149	-5.130	-5.131	-5.150	-5.148	-5.147	-5.151	-5.150	-5.148	-5.149	-5.291	-5.285	-5.288	-5.289	-5.292	-5.295	-5.291	-5.289	-5.294	-5.291	-5.290	-5.288	-5.288	-5.290	-5.289	-5.290	-5.293	-5.291	-5.287	-5.294	-5.291	-5.284	-5.289	-5.292	-5.290	-5.285	-5.291	-5.286	-5.294	-5.294	-5.295	-5.288	-5.291	-5.297	-5.290	-5.293	-5.296	-5.283	-5.292	-5.294	-5.292	-5.287	-5.288	-5.293	-5.282	-5.292	-5.292	-5.290	-5.290	-5.284	-5.284	-5.285	-5.291	-5.287	-5.286	-5.289	-5.288	-5.291	-5.286	-5.286	-5.291	-5.288	-5.293	-5.291	-5.288	-5.286	-5.291	-5.287	-5.285	-5.286	-5.291	-5.283	-5.290	-5.286	-5.291	-5.284	-5.286	-5.288	-5.281	-5.264	-5.284	-5.283	-5.286	-5.288	-5.290	-5.290	-5.282	-5.279	-5.290	-5.284	-5.284	-5.285	-5.280	-5.285	-5.284	-5.285	-5.284	-5.287	-5.289	-5.284	-5.287	
-8.159	-8.154	-8.133	-8.153	-8.153	-8.152	-8.161	-8.154	-8.159	-8.163	-8.155	-8.159	-8.159	-8.164	-8.156	-8.159	-8.162	-8.158	-8.157	-8.158	-8.155	-8.167	-8.150	-8.161	-8.157	-8.164	-8.166	-8.171	-8.158	-8.162	-8.169	-8.161	-8.162	-8.161	-8.165	-8.172	-8.188	-8.165	-8.166	-7.960	-7.931	-7.933	-7.962	-7.958	-7.958	-7.963	-7.961	-7.959	-7.960	-8.180	-8.170	-8.175	-8.176	-8.180	-8.185	-8.180	-8.177	-8.183	-8.180	-8.178	-8.176	-8.175	-8.178	-8.177	-8.178	-8.183	-8.180	-8.173	-8.184	-8.179	-8.170	-8.176	-8.181	-8.178	-8.171	-8.180	-8.172	-8.185	-8.185	-8.186	-8.175	-8.181	-8.188	-8.179	-8.182	-8.187	-8.168	-8.181	-8.184	-8.180	-8.175	-8.175	-8.182	-8.167	-8.181	-8.180	-8.178	-8.178	-8.169	-8.170	-8.171	-8.180	-8.174	-8.172	-8.177	-8.175	-8.180	-8.171	-8.172	-8.179	-8.175	-8.182	-8.179	-8.176	-8.172	-8.179	-8.173	-8.172	-8.173	-8.178	-8.168	-8.179	-8.171	-8.179	-8.168	-8.172	-8.174	-8.165	-8.137	-8.168	-8.168	-8.172	-8.175	-8.177	-8.178	-8.167	-8.161	-8.177	-8.168	-8.168	-8.170	-8.162	-8.170	-8.170	-8.170	-8.170	-8.174	-8.177	-8.168	-8.174	
-11.780	-11.774	-11.745	-11.771	-11.772	-11.771	-11.784	-11.774	-11.781	-11.787	-11.774	-11.781	-11.780	-11.788	-11.776	-11.781	-11.785	-11.778	-11.777	-11.779	-11.775	-11.791	-11.769	-11.784	-11.780	-11.788	-11.791	-11.797	-11.781	-11.786	-11.795	-11.785	-11.785	-11.785	-11.789	-11.800	-11.821	-11.791	-11.793	-11.495	-11.452	-11.455	-11.497	-11.491	-11.490	-11.498	-11.495	-11.492	-11.494	-11.812	-11.795	-11.804	-11.806	-11.810	-11.817	-11.811	-11.807	-11.815	-11.812	-11.809	-11.806	-11.804	-11.810	-11.807	-11.807	-11.815	-11.812	-11.802	-11.816	-11.810	-11.797	-11.807	-11.812	-11.809	-11.798	-11.812	-11.800	-11.818	-11.817	-11.819	-11.804	-11.814	-11.823	-11.810	-11.814	-11.821	-11.794	-11.811	-11.817	-11.812	-11.805	-11.805	-11.813	-11.793	-11.812	-11.811	-11.808	-11.809	-11.795	-11.798	-11.797	-11.810	-11.803	-11.800	-11.807	-11.805	-11.811	-11.799	-11.801	-11.809	-11.803	-11.814	-11.810	-11.805	-11.800	-11.810	-11.802	-11.800	-11.803	-11.808	-11.794	-11.809	-11.799	-11.809	-11.795	-11.800	-11.802	-11.788	-11.750	-11.793	-11.796	-11.801	-11.802	-11.807	-11.809	-11.793	-11.786	-11.805	-11.793	-11.795	-11.797	-11.786	-11.796	-11.799	-11.797	-11.797	-11.802	-11.806	-11.793	-11.802	
-16.111	-16.106	-16.066	-16.101	-16.103	-16.103	-16.118	-16.107	-16.114	-16.122	-16.106	-16.115	-16.113	-16.124	-16.107	-16.114	-16.121	-16.110	-16.109	-16.110	-16.107	-16.128	-16.101	-16.120	-16.115	-16.126	-16.128	-16.135	-16.115	-16.121	-16.134	-16.120	-16.121	-16.121	-16.127	-16.142	-16.168	-16.129	-16.132	-15.724	-15.666	-15.671	-15.727	-15.720	-15.718	-15.728	-15.724	-15.721	-15.723	-16.157	-16.132	-16.147	-16.148	-16.152	-16.163	-16.155	-16.150	-16.160	-16.157	-16.153	-16.149	-16.146	-16.155	-16.151	-16.151	-16.160	-16.158	-16.143	-16.162	-16.154	-16.138	-16.151	-16.157	-16.154	-16.137	-16.157	-16.140	-16.166	-16.163	-16.167	-16.146	-16.162	-16.172	-16.155	-16.160	-16.169	-16.132	-16.155	-16.163	-16.157	-16.148	-16.148	-16.157	-16.132	-16.157	-16.156	-16.151	-16.152	-16.135	-16.139	-16.136	-16.154	-16.146	-16.142	-16.150	-16.148	-16.155	-16.140	-16.144	-16.152	-16.146	-16.159	-16.154	-16.149	-16.140	-16.154	-16.145	-16.141	-16.146	-16.151	-16.134	-16.152	-16.139	-16.152	-16.135	-16.141	-16.142	-16.124	-16.072	-16.129	-16.136	-16.143	-16.142	-16.149	-16.152	-16.133	-16.123	-16.147	-16.130	-16.134	-16.138	-16.122	-16.136	-16.142	-16.137	-16.139	-16.144	-16.148	-16.131	-16.144	
